spelling	%Bel	%Ned	Obs_Bel	Obs_Bel	
achterlaten	98.4	99.4	265	343	
achterlating	75.9	90.0	266	305	
achterlicht	98.3	99.7	250	321	
achterligger	95.2	96.7	264	319	
achterlijf	92.2	96.4	255	318	
achterlijk	99.2	99.0	252	318	
achterlopen	91.4	99.3	270	316	
achterna	99.2	98.5	257	283	
achternaam	99.6	100.0	240	335	
achternazitten	93.3	90.2	251	279	
achterneef	97.9	99.7	247	312	
achternicht	98.8	98.6	261	291	
achternoen	59.2	15.6	240	303	
achterom	98.8	100.0	263	301	
achterop	98.8	98.8	260	341	
achterover	99.6	99.0	264	309	
achterpad	82.9	95.1	264	321	
achterpoortje	99.1	93.1	236	319	
achterpoot	97.8	99.0	235	304	
achterrem	97.1	93.5	251	342	
achterruit	97.5	97.7	251	317	
achterschip	89.1	93.9	232	309	
achterst	49.0	64.0	256	313	
achterstallig	99.6	98.7	247	327	
achterstand	98.7	99.7	244	328	
achterste	100.0	99.3	250	305	
achterstellen	92.9	98.7	281	318	
achtersteven	92.6	86.5	255	320	
achterstevoren	98.8	98.9	253	289	
achtertuin	100.0	99.4	233	335	
achteruit	99.2	99.3	258	319	
achteruitboeren	86.4	51.8	240	306	
achteruitgang	100.0	99.1	273	335	
achtervoegsel	100.0	96.3	256	313	
achtervolgen	100.0	99.1	240	341	
achtervolger	99.2	99.7	249	316	
achtervolging	99.2	99.3	271	297	
achterwaarts	97.8	97.4	239	321	
achterweg	94.2	88.6	274	322	
achterwege	97.0	98.1	248	330	
achterwerk	99.6	100.0	234	324	
achterwiel	99.2	100.0	264	309	
achterzak	98.3	99.1	247	346	
achterzij	74.9	80.0	260	310	
achterzijde	99.2	99.4	265	340	
achthoek	99.5	97.6	217	312	
achting	98.3	96.5	252	359	
achtjarig	97.0	99.7	246	307	
achtling	92.9	90.4	268	318	
achtste	99.6	100.0	268	328	
achttal	97.5	98.7	211	318	
achttien	97.5	98.6	252	292	
achttiende	98.8	98.9	261	288	
achturig	37.3	55.0	245	302	
achtvoud	95.7	96.2	296	306	
acid	75.0	66.5	261	317	
aciditeit	75.4	48.5	30	45	
acme	19.0	29.7	256	331	
acne	94.0	96.0	246	313	
acoliet	76.1	70.4	255	309	
acquisitie	84.6	91.8	226	297	
acquit	29.5	36.0	245	314	
acre	35.4	39.1	246	304	
acribie	12.7	12.6	229	360	
acrobaat	98.3	99.7	247	361	
acrobate	93.3	90.4	252	297	
acrobatie	97.2	86.4	228	334	
acrobatiek	90.4	99.2	252	380	
acrobatisch	98.1	98.1	222	284	
acrogym	75.6	44.0	259	331	
acroniem	87.7	80.0	257	331	
acrostichon	43.0	39.7	240	290	
acryl	96.1	97.4	243	328	
acrylverf	97.8	96.9	242	344	
act	90.9	95.0	255	314	
acteerles	98.0	99.7	262	323	
acteerwerk	98.7	98.7	241	325	
acteren	99.6	98.3	247	312	
acteur	99.6	99.1	244	333	
actie	98.6	99.4	233	335	
actiedag	96.9	97.5	235	335	
actief	99.1	99.7	228	324	
actiefilm	100.0	99.3	245	314	
actiefoto	98.8	98.4	274	321	
actiegroep	99.6	99.1	281	342	
actieplan	99.6	99.0	264	319	
actiepunt	98.8	99.3	269	313	
actieradius	92.1	92.3	241	330	
actieveling	93.1	92.8	258	336	
actievoeren	87.7	94.0	273	335	
actieweek	96.7	97.7	254	322	
actinisch	19.1	16.0	264	332	
actionair	74.4	61.0	263	327	
actionaris	71.6	56.8	37	39	
actionist	64.3	49.9	248	332	
activa	92.9	92.3	265	301	
activatie	97.8	93.6	235	327	
activeren	99.2	98.9	259	299	
activering	98.7	98.2	242	344	
activisme	98.0	97.9	260	296	
activist	98.7	99.3	248	314	
activiste	98.7	99.3	241	321	
activiteit	98.7	99.6	247	299	
activum	71.7	64.7	253	313	
actor	72.3	61.1	255	303	
actrice	99.6	99.4	268	333	
actualiseren	99.6	98.4	276	325	
actualiteit	99.2	99.0	269	325	
actuarieel	39.0	46.1	264	332	
actuaris	71.0	68.6	258	352	
actueel	98.2	98.9	239	277	
acupunctuur	86.1	91.4	242	344	
acuut	93.8	93.2	254	293	
ad	64.9	79.5	255	292	
adagio	77.4	78.9	228	339	
adagium	65.6	74.1	242	309	
adam	88.0	89.2	264	332	
adamsappel	98.7	99.7	252	318	
adamskostuum	96.0	98.4	261	336	
adaptatie	93.3	84.9	250	356	
adapter	92.6	96.7	242	320	
adapteren	86.0	76.9	271	324	
adaptief	90.9	89.4	243	309	
adat	6.9	21.4	259	320	
addax	7.5	5.6	247	319	
addenda	53.2	33.5	243	331	
addendum	81.1	63.6	278	318	
adder	98.8	99.0	256	318	
adderen	44.4	51.0	246	273	
addergebroed	82.8	87.2	233	336	
addict	81.3	80.1	248	312	
additie	72.7	76.4	231	321	
additief	93.6	92.4	247	306	
additioneel	94.4	96.7	243	318	
adel	99.1	99.3	245	315	
adelaar	99.2	99.6	272	289	
adelborst	72.8	88.3	228	324	
adelbrief	84.9	67.7	230	326	
adeldom	69.7	74.2	240	322	
adelen	64.2	76.6	250	329	
adellijk	87.5	91.3	245	301	
adelstand	94.6	93.4	232	302	
adem	99.6	99.0	249	302	
adembenemend	99.6	98.8	256	344	
ademen	98.6	98.4	219	336	
ademhalen	99.6	99.3	239	302	
ademhaling	99.0	100.0	208	318	
ademloos	99.6	99.7	266	309	
ademnood	98.6	100.0	230	337	
adempauze	99.5	99.3	227	310	
ademstoot	92.3	94.1	274	338	
ademtest	100.0	99.0	236	326	
ademtocht	90.1	94.2	255	309	
ademweg	70.5	76.6	296	306	
adenine	35.0	23.0	264	332	
adenoïde	42.5	43.0	238	349	
adept	83.6	81.9	244	309	
adequaat	92.9	94.8	268	347	
ader	98.0	98.4	264	319	
aderen	91.6	97.1	239	325	
aderig	60.1	59.4	240	303	
aderlaten	90.0	91.4	252	332	
aderlating	91.7	92.6	229	325	
adherent	79.7	67.6	244	315	
adhesie	91.6	86.6	239	315	
adieu	90.2	92.6	268	328	
adios	70.6	85.7	258	316	
adjectief	97.8	87.8	281	318	
adjudant	88.9	94.7	247	299	
adjudiceren	53.9	49.0	32	33	
adjunct	95.6	98.1	261	333	
administrateur	90.7	96.9	237	307	
administratie	99.2	98.7	254	333	
administratief	99.2	97.7	252	314	
admiraal	98.8	99.0	263	312	
admiratie	85.5	76.7	261	334	
admissie	87.3	83.6	266	309	
adolescent	97.2	97.9	265	301	
adolescentie	97.6	96.1	263	327	
adonis	94.6	90.5	234	323	
adoptant	76.6	77.7	247	326	
adoptante	57.9	46.9	235	335	
adopteren	99.5	99.3	230	287	
adoptie	99.2	99.0	254	330	
adoptief	79.8	86.1	255	325	
adorabel	92.7	92.5	290	282	
adoratie	96.9	98.3	237	304	
adoreren	96.5	95.8	240	323	
adrenaline	97.2	98.1	261	331	
adres	99.1	98.7	235	327	
adresboek	99.2	99.4	259	330	
adressen	99.2	99.4	256	345	
adresseren	96.7	97.7	252	359	
adsorptie	30.5	37.5	244	308	
adstrueren	15.7	34.7	236	327	
adukiboon	15.5	14.4	264	321	
adulatie	50.9	45.0	30	44	
adult	78.0	80.2	263	341	
advenant	35.6	32.1	242	324	
advent	93.1	95.3	274	334	
adventief	55.1	58.8	237	314	
adventist	60.2	80.6	246	287	
adverbiaal	52.3	37.3	254	314	
adverbium	60.4	47.5	250	339	
adverteerder	98.6	99.7	221	323	
advertentie	99.5	99.3	217	312	
adverteren	100.0	99.3	229	317	
advies	98.2	99.7	233	316	
adviseren	98.7	99.1	247	346	
adviseur	98.7	99.7	250	320	
adviseuse	74.1	87.8	248	327	
advocaat	99.2	100.0	265	340	
advocate	93.8	93.0	254	315	
advocatuur	92.0	96.8	264	295	
aerobic	95.0	95.5	274	303	
aerobiccen	49.5	41.2	25	34	
aerobics	96.4	97.3	237	347	
aeroclub	81.9	76.2	267	340	
aerodroom	78.9	64.5	245	314	
aerodynamica	94.7	94.7	240	335	
aerodynamisch	94.1	96.5	251	329	
aeronaut	72.1	56.4	257	331	
aeroob	69.2	52.2	246	293	
aerosol	89.2	79.2	254	298	
af	99.6	99.3	281	318	
afasie	71.8	82.3	261	315	
afatisch	37.6	37.6	253	312	
afbakenen	98.3	98.4	254	320	
afbakening	98.7	99.0	240	322	
afbakken	89.5	98.1	231	326	
afbedelen	64.1	42.8	246	346	
afbeelden	99.6	100.0	258	333	
afbeelding	99.6	100.0	251	344	
afbeeldsel	44.1	33.8	239	315	
afbekken	77.7	94.3	241	295	
afbellen	97.9	97.9	254	308	
afbenen	66.0	59.8	217	296	
afbericht	16.7	35.9	216	276	
afbetalen	100.0	99.7	246	307	
afbetaling	99.1	99.4	246	341	
afbetten	40.8	30.8	224	289	
afbeulen	97.8	98.8	237	347	
afbidden	42.6	38.1	242	328	
afbidding	31.8	28.4	261	310	
afbieden	96.9	70.9	239	325	
afbietsen	59.1	62.8	252	314	
afbiezen	64.4	63.2	263	323	
afbijten	98.8	98.6	269	308	
afbikken	56.1	89.3	247	306	
afbinden	99.1	99.0	247	322	
afbladderen	73.5	94.8	270	302	
afblaffen	96.0	97.0	260	321	
afblazen	99.6	99.3	240	317	
afblijven	100.0	98.9	251	279	
afblokken	95.8	71.0	249	327	
afbluffen	55.8	86.1	269	325	
afblussen	78.2	97.9	261	302	
afbod	60.5	51.5	205	265	
afboeken	79.7	95.2	239	283	
afboeking	81.3	98.7	253	315	
afboenen	75.0	88.2	257	330	
afbollen	96.5	39.7	241	297	
afbonken	59.6	46.3	258	290	
afboorden	88.4	61.7	218	319	
afbouw	98.3	98.6	253	299	
afbouwen	98.6	99.7	233	351	
afbraak	98.7	99.3	244	322	
afbramen	56.6	64.6	250	321	
afbranden	98.7	99.0	236	311	
afbreien	68.1	75.0	271	324	
afbreken	100.0	99.7	239	302	
afbreker	95.5	91.8	232	322	
afbreking	83.9	95.8	222	324	
afbrengen	92.4	87.3	235	331	
afbreuk	92.6	99.0	271	313	
afbrokkelen	99.2	98.9	272	299	
afbuigen	98.7	96.3	241	310	
afbuiging	96.0	97.9	266	308	
afchecken	68.1	56.8	254	317	
afdak	99.6	99.4	255	337	
afdalen	99.6	99.0	248	332	
afdaler	92.0	95.4	278	318	
afdaling	99.1	99.7	246	341	
afdammen	87.7	88.0	273	325	
afdamming	87.1	86.5	244	320	
afdanken	99.3	99.4	285	325	
afdankertje	98.3	98.4	250	339	
afdanking	96.0	84.3	265	316	
afdansen	59.9	85.0	197	266	
afdeinzen	45.0	38.1	266	340	
afdekhoes	95.2	98.4	262	324	
afdekkap	95.0	94.2	272	289	
afdekken	99.6	99.6	235	289	
afdekking	97.7	98.2	270	297	
afdeklaag	83.8	80.6	247	326	
afdekverf	90.5	91.1	244	333	
afdekzeil	97.0	99.0	244	322	
afdelen	57.8	55.2	237	282	
afdeling	100.0	99.7	248	330	
afdichten	88.4	94.0	246	318	
afdienen	76.2	70.0	261	291	
afdieven	29.2	26.4	223	316	
afdingen	95.7	98.7	221	317	
afdoen	96.7	98.9	253	290	
afdoend	93.7	86.1	266	311	
afdoende	96.6	98.1	275	341	
afdoener	64.0	70.5	281	318	
afdoening	60.4	66.0	263	316	
afdokken	97.3	63.4	274	319	
afdoppen	81.6	86.5	229	319	
afdraaien	94.8	97.8	263	339	
afdracht	66.0	94.1	229	304	
afdragen	94.4	99.3	243	313	
afdrager	88.4	96.2	264	332	
afdraven	83.8	73.1	253	309	
afdreggen	50.0	51.1	284	299	
afdreigen	84.7	25.8	269	336	
afdrift	58.1	42.7	251	329	
afdrijven	97.9	98.4	249	319	
afdringen	41.5	29.7	214	304	
afdrinken	65.3	68.6	252	318	
afdrogen	98.4	99.6	261	294	
afdroging	81.9	84.7	262	323	
afdronk	90.5	91.9	277	326	
afdruipen	98.2	99.4	233	336	
afdruiprek	94.3	97.6	260	310	
afdruk	99.3	100.0	302	315	
afdrukken	99.6	100.0	259	320	
afdruksel	92.0	89.9	249	291	
afdruppen	75.0	65.0	257	286	
afduwen	98.0	94.9	267	307	
afdwalen	98.8	99.7	268	333	
afdwaling	93.7	94.4	249	341	
afdweilen	82.7	70.8	250	343	
afdwingen	98.8	99.7	257	322	
afeisen	24.2	15.2	225	278	
affabel	4.3	5.8	22	38	
affaire	97.4	100.0	283	338	
affect	67.8	77.1	255	313	
affectatie	64.0	56.9	38	22	
affectie	98.6	96.9	227	310	
affectief	88.3	87.0	234	323	
affectiviteit	86.5	89.0	234	317	
affectueus	87.6	68.4	34	30	
afferent	35.5	25.1	31	45	
affiche	99.2	96.7	266	288	
afficheren	94.9	83.9	247	346	
affidavit	8.9	11.8	282	314	
affietsen	35.5	31.6	204	271	
affiliatie	77.1	71.8	244	317	
affiniteit	94.4	96.8	264	332	
affirmatief	94.0	70.2	264	332	
affirmeren	90.0	69.0	252	292	
affix	44.6	34.7	243	321	
affluiten	88.0	84.1	246	317	
affodil	14.0	26.3	262	334	
affreus	77.4	64.0	242	310	
affront	82.8	59.6	245	326	
affrontelijk	75.2	25.6	233	334	
affronteren	100.0	62.6	20	31	
affuit	32.7	45.8	258	332	
afgaan	98.3	99.0	249	306	
afgaand	93.3	99.3	268	299	
afgang	98.3	99.4	247	346	
afgebekt	86.2	98.4	244	320	
afgebeten	97.2	98.6	264	305	
afgebrand	97.7	100.0	269	294	
afgedaan	98.3	99.4	251	342	
afgedankt	99.5	100.0	227	318	
afgedragen	94.8	98.1	265	329	
afgekeurd	98.7	99.4	251	329	
afgekickt	97.6	98.7	260	322	
afgeknot	93.5	92.5	242	310	
afgeladen	98.8	99.3	255	313	
afgelasten	93.6	95.5	247	306	
afgelaten	96.8	91.8	261	334	
afgeleefd	97.5	94.4	252	318	
afgelegen	99.6	99.3	264	304	
afgeleid	100.0	98.7	254	320	
afgeleide	98.8	98.3	254	301	
afgelikt	98.1	99.4	277	336	
afgelopen	100.0	99.7	260	307	
afgemaakt	99.1	99.3	229	317	
afgemat	97.3	98.8	231	340	
afgemest	69.4	73.9	248	351	
afgemeten	99.1	99.7	244	320	
afgepast	75.0	91.4	240	293	
afgepeigerd	96.5	98.0	244	316	
afgeplat	96.0	91.9	237	312	
afgereden	96.8	96.2	260	330	
afgericht	100.0	99.7	255	316	
afgerist	48.5	62.0	268	310	
afgerond	98.7	99.3	243	289	
afgerukt	99.5	100.0	222	309	
afgeschreven	99.2	99.7	264	303	
afgesteld	97.9	99.7	252	306	
afgestoft	98.2	98.0	233	309	
afgestompt	94.9	98.6	266	304	
afgetekend	100.0	100.0	44	31	
afgetobd	80.1	93.0	238	314	
afgetopt	73.4	84.5	265	298	
afgetrapt	98.7	99.0	249	327	
afgevaardigde	100.0	98.3	249	306	
afgeveerd	63.1	60.5	191	264	
afgeven	100.0	98.6	267	301	
afgeving	60.8	59.3	231	321	
afgevuld	71.7	89.5	249	290	
afgewend	97.7	98.3	274	307	
afgewerkt	99.6	99.6	258	298	
afgewogen	100.0	98.6	272	299	
afgezaagd	98.0	99.3	266	311	
afgezant	88.7	95.0	252	337	
afgezet	99.2	100.0	269	313	
afgezeten	58.7	50.1	222	272	
afgezien	97.3	98.1	236	327	
afgezonderd	98.3	99.3	254	322	
afgieten	97.6	100.0	258	320	
afgietsel	95.1	97.8	260	342	
afgifte	96.3	98.1	255	325	
afglijden	97.9	99.0	254	331	
afglippen	60.7	55.9	225	289	
afgluren	59.5	44.4	226	305	
afgod	91.3	92.0	230	291	
afgoderij	87.9	85.9	252	329	
afgodin	57.4	55.9	220	308	
afgodisch	40.7	41.2	261	288	
afgolven	48.1	42.8	213	276	
afgooien	91.0	89.6	269	313	
afgraven	90.0	99.7	263	316	
afgraving	87.9	97.2	261	333	
afgrazen	86.6	89.4	260	317	
afgrendelen	92.5	89.7	252	359	
afgrenzen	85.5	87.3	284	281	
afgrijselijk	98.4	98.5	269	346	
afgrijzen	90.6	94.0	246	314	
afgrissen	34.5	49.3	249	347	
afgrond	98.8	99.7	256	345	
afgronden	89.6	92.5	244	309	
afgunst	99.5	99.3	226	297	
afgunstig	98.4	98.0	258	320	
afhaken	100.0	99.7	236	331	
afhaker	91.4	96.7	244	348	
afhakken	98.2	97.5	237	334	
afhalen	99.1	99.7	236	326	
afhaler	89.1	93.4	241	319	
afhaling	98.3	65.0	249	307	
afhameren	70.9	84.8	253	326	
afhandelen	98.7	99.3	237	304	
afhandig	94.3	95.5	277	305	
afhangen	98.2	98.1	230	326	
afhankelijk	98.3	99.0	247	327	
afhappen	56.9	81.1	254	307	
afharden	63.3	72.1	235	309	
afharken	73.3	66.3	213	259	
afhaspelen	83.9	61.8	249	306	
afhechten	54.4	89.0	240	277	
afheffen	37.0	27.8	214	299	
afhellen	90.9	63.9	244	315	
afhelpen	71.5	72.4	266	336	
afhollen	69.4	50.4	241	282	
afhoren	58.6	42.9	224	365	
afhouden	97.8	98.8	242	343	
afhouding	87.1	71.3	220	308	
afhouwen	71.2	66.6	230	337	
afhouwing	35.1	41.9	201	281	
afhuren	95.3	93.5	244	309	
afhuring	58.6	33.8	249	350	
afijn	42.4	77.6	243	305	
afjagen	90.0	58.1	241	332	
afjakkeren	88.9	82.9	238	314	
afkaatsen	84.8	80.3	236	289	
afkalken	83.2	73.4	250	321	
afkalven	78.0	84.5	258	298	
afkalving	86.3	85.8	277	305	
afkammen	86.5	86.7	241	332	
afkanten	83.8	80.5	267	307	
afkanting	78.6	75.1	266	304	
afkapen	48.5	56.3	278	318	
afkappen	96.6	98.7	247	312	
afkapping	92.6	89.8	284	311	
afkappunt	76.1	87.3	242	314	
afkatten	63.5	97.8	228	339	
afkeer	99.1	97.8	224	289	
afkeren	95.7	97.6	247	306	
afkerig	94.4	91.2	262	323	
afkering	87.8	75.3	267	307	
afkerven	80.5	73.4	238	328	
afketsen	96.6	98.1	248	325	
afkeur	95.9	97.4	230	321	
afkeuren	100.0	99.6	222	291	
afkeurend	99.6	99.3	266	288	
afkeuring	99.6	99.4	248	325	
afkick	88.1	91.5	221	323	
afkicken	97.6	99.0	221	331	
afkijken	99.5	99.7	227	318	
afkijker	91.3	96.1	230	326	
afklappen	58.1	60.5	186	280	
afkleden	60.6	91.4	214	294	
afklemmen	94.3	98.6	260	310	
afkletsen	63.4	53.3	233	336	
afklimmen	69.1	75.9	252	328	
afklinken	65.9	64.3	250	321	
afklokken	91.4	80.5	208	318	
afkloppen	98.3	98.7	242	320	
afklopper	77.9	75.3	238	341	
afkluiven	93.0	99.4	239	325	
afknagen	95.6	92.1	240	321	
afknaging	65.9	53.1	241	321	
afknallen	97.7	98.7	270	314	
afknappen	98.0	99.3	259	302	
afknapper	99.6	99.7	252	359	
afknauwen	80.7	67.2	245	353	
afknellen	88.9	97.1	256	290	
afknijpen	96.2	99.7	221	323	
afknijper	81.7	89.8	224	310	
afknippen	99.6	97.7	263	325	
afknopen	82.3	90.2	274	321	
afknotten	87.2	83.5	239	325	
afkoelen	98.8	100.0	267	338	
afkoeling	99.6	97.2	247	306	
afkoersen	62.0	90.6	274	302	
afkoken	97.1	86.4	254	301	
afkoker	63.5	69.4	251	316	
afkolven	97.6	96.1	259	320	
afkomen	96.7	95.4	254	298	
afkomst	99.5	99.7	222	318	
afkomstig	98.7	99.4	235	354	
afkondigen	97.0	96.3	245	315	
afkooksel	97.4	84.4	247	310	
afkoop	92.7	98.6	244	307	
afkoopsom	95.6	99.4	262	324	
afkopen	96.7	99.7	252	380	
afkoping	89.1	92.2	242	322	
afkorten	97.7	99.4	269	325	
afkorting	98.4	99.6	256	290	
afkrabben	96.4	99.7	236	306	
afkrabber	86.0	84.0	263	316	
afkrabsel	83.4	77.4	247	326	
afkraken	96.5	99.3	268	299	
afkrassen	85.9	83.7	247	310	
afkrijgen	84.2	93.6	260	311	
afkruipen	71.6	66.3	200	262	
afkuieren	68.3	64.1	219	305	
afkuisen	94.7	62.8	258	300	
afkukelen	26.4	74.9	286	315	
afkunnen	71.6	61.9	271	337	
afkussen	59.7	68.1	243	347	
aflaat	93.1	82.4	244	329	
aflachen	80.4	51.4	220	329	
afladen	91.9	92.2	260	310	
aflader	59.7	65.3	222	291	
aflading	69.4	60.2	244	320	
aflakken	64.9	95.0	252	380	
aflandig	47.6	75.7	267	334	
aflangen	22.8	8.8	210	307	
aflappen	59.4	60.4	267	327	
aflassen	82.9	80.8	215	301	
aflaten	97.2	94.7	261	297	
aflating	82.4	77.1	257	345	
afleggen	99.5	100.0	225	301	
aflegger	95.3	94.2	269	329	
afleggertje	84.1	89.9	245	302	
aflegging	96.6	96.4	249	321	
afleiden	98.8	99.3	270	297	
afleider	97.4	96.7	286	315	
afleiding	98.7	100.0	242	290	
afleidsel	75.9	64.6	249	303	
afleren	98.7	99.3	239	281	
afleveren	99.5	100.0	227	318	
aflevering	99.6	99.0	239	315	
aflezen	99.6	97.2	264	306	
aflezer	88.6	76.3	268	328	
aflezing	86.2	76.9	222	324	
afliegen	45.0	23.4	201	316	
afliggen	54.1	59.5	220	273	
aflijnen	95.2	76.4	242	290	
aflikken	98.4	99.3	270	304	
afloden	35.9	29.8	243	318	
afloeren	69.7	40.5	240	290	
aflogen	29.5	26.4	197	259	
afloop	98.8	100.0	263	366	
aflopen	98.2	99.6	234	258	
aflopend	98.9	99.3	279	308	
aflosbaar	97.3	99.0	269	311	
aflossen	100.0	100.0	240	318	
aflosser	97.2	94.9	264	328	
aflossing	99.2	99.3	251	294	
afluisteren	99.2	99.7	272	303	
afluizen	90.8	32.7	262	319	
afmaaien	85.7	72.4	228	324	
afmaken	99.6	99.1	251	342	
afmaker	74.8	90.0	251	317	
afmaking	71.4	64.1	247	314	
afmalen	77.7	63.8	236	311	
afmars	48.4	75.1	251	279	
afmatten	98.7	98.3	236	311	
afmattend	97.5	96.3	257	345	
afmatting	90.8	91.9	262	324	
afmelden	98.7	100.0	237	312	
afmelding	97.4	99.4	243	347	
afmelken	75.4	83.0	270	304	
afmeren	80.8	95.7	302	315	
afmeten	99.6	99.0	277	326	
afmeting	100.0	99.1	224	365	
afmijnen	44.3	53.4	242	314	
afmijner	24.1	30.9	276	314	
afmijning	38.3	47.7	239	306	
afnaaien	62.2	73.8	231	322	
afname	98.7	100.0	237	334	
afnemen	99.6	100.0	240	321	
afnemend	100.0	100.0	28	33	
afnemer	96.8	99.3	266	319	
afneming	83.2	83.5	275	294	
afneuzen	58.3	37.1	255	303	
afnijpen	76.9	37.2	251	315	
afnokken	37.0	79.9	269	319	
aforisme	71.6	72.8	256	279	
afpakken	98.8	99.6	257	283	
afpakking	56.9	58.4	264	319	
afpalen	71.6	76.2	263	345	
afpaling	58.8	57.4	240	331	
afpassen	76.3	80.9	231	309	
afpassing	62.4	62.6	238	329	
afpeigeren	95.6	94.4	262	322	
afpeil	26.1	26.4	205	283	
afpeilen	76.3	65.7	249	319	
afpeiling	74.0	58.1	251	324	
afpelen	32.4	21.3	254	293	
afpellen	93.9	95.4	258	298	
afpennen	74.5	48.8	244	329	
afperken	68.4	74.1	243	313	
afperking	57.6	60.5	283	336	
afpersen	99.1	99.7	230	337	
afperser	98.8	100.0	257	319	
afpersing	99.6	99.7	266	309	
afpikken	80.4	93.7	236	300	
afpitsen	84.5	21.1	251	300	
afplaggen	28.8	64.1	238	296	
afplakken	98.8	99.7	258	320	
afplatten	92.5	91.0	240	329	
afpletten	50.7	50.1	224	285	
afploegen	70.5	62.0	218	288	
afpluizen	78.9	75.0	244	265	
afplukken	82.2	85.8	231	319	
afpoeieren	89.0	96.1	288	326	
afpoetsen	69.1	85.9	242	344	
afpompen	82.1	88.4	241	308	
afpomping	55.3	46.3	238	288	
afpraten	51.5	52.5	230	330	
afpreken	45.7	39.8	219	278	
afprijzen	98.5	98.5	290	282	
afprikken	73.6	56.5	219	278	
afpulken	76.3	85.9	267	307	
afpunten	84.3	67.5	241	330	
afraden	99.2	99.7	269	358	
afrader	96.1	97.4	273	323	
afraffelen	56.1	99.4	240	331	
afragen	25.8	27.1	227	286	
afraken	66.3	64.4	247	313	
aframmelen	95.7	90.5	269	311	
aframmeling	94.3	90.4	238	296	
afranselen	98.0	96.8	260	330	
afranseling	98.3	97.0	244	348	
afrapen	43.5	49.0	261	297	
afraspen	84.7	85.9	268	299	
afrasteren	95.7	95.0	246	317	
afrastering	96.3	95.8	288	326	
afratelen	95.3	82.0	247	292	
afrazen	77.3	56.8	236	261	
afreageren	97.0	99.7	281	319	
afregelen	81.4	66.9	249	302	
afregenen	58.6	39.0	224	259	
afreis	89.7	69.1	256	313	
afreizen	95.2	96.9	263	341	
afrekenen	99.1	100.0	231	340	
afrekening	99.6	98.7	258	316	
afremmen	100.0	99.0	249	305	
afremming	95.5	93.6	259	331	
afrennen	76.0	62.9	224	284	
afrepelen	21.5	14.0	256	355	
africhten	99.5	98.3	229	304	
africhter	95.5	91.7	256	279	
afrijden	94.3	98.6	241	293	
afrijgen	69.4	69.6	244	315	
afrijzen	48.1	33.7	219	289	
afrikaan	98.1	97.4	227	327	
afrikaniseren	87.1	86.5	228	305	
afrissen	25.8	42.2	254	293	
afristen	41.0	24.7	257	334	
afrit	99.2	99.0	250	331	
afritsen	87.1	98.2	253	290	
afro	89.2	95.1	225	301	
afrodiet	85.5	90.3	275	294	
afrodisiacum	93.9	70.1	258	317	
afroeien	66.3	60.2	275	341	
afroep	87.3	94.8	232	341	
afroepen	98.7	97.7	245	324	
afroeper	76.4	75.1	276	325	
afroeping	91.0	79.1	246	317	
afrokapsel	95.0	92.7	255	303	
afrolbaar	95.0	96.5	251	329	
afrollen	97.4	97.3	247	313	
afrolmenu	78.9	67.9	210	285	
afrolook	69.3	79.3	261	336	
afromen	86.9	89.8	233	331	
afromer	71.3	78.4	246	346	
afroming	84.6	87.6	240	306	
afronden	99.6	100.0	237	314	
afronding	98.2	100.0	239	306	
afronselen	80.9	81.1	243	318	
afrossen	87.5	95.7	252	294	
afrossing	75.7	75.5	264	327	
afrotten	60.8	53.1	204	296	
afroven	38.8	34.8	227	318	
afruil	34.2	43.9	259	321	
afruilen	43.0	42.9	216	284	
afruimen	98.1	99.4	274	334	
afruisen	42.9	26.1	210	248	
afrukken	97.9	96.1	255	321	
afrukking	57.4	47.4	247	288	
afschaduwing	64.8	54.2	260	310	
afschaffen	98.4	99.7	264	328	
afschaffing	97.6	99.0	264	319	
afschalen	63.4	79.4	204	281	
afschaven	80.7	89.0	213	325	
afscheep	44.4	47.4	248	314	
afscheid	100.0	99.7	282	314	
afscheiden	100.0	98.5	220	352	
afscheiding	99.5	99.7	226	305	
afscheidskus	98.3	100.0	241	321	
afschepen	97.8	97.8	239	329	
afscheper	83.0	83.0	211	310	
afscheren	98.2	95.7	230	291	
afschermen	99.2	99.3	254	298	
afscheuren	99.6	99.7	251	315	
afschieten	100.0	99.7	256	327	
afschilderen	97.8	98.2	237	344	
afschot	57.9	90.2	245	301	
afschrapen	98.2	98.3	240	306	
afschrift	98.3	98.6	254	307	
afschrijven	98.7	99.7	236	311	
afschrijving	99.2	98.4	249	319	
afschrikken	99.6	99.7	259	312	
afschrikwekkend	96.7	98.8	252	337	
afschudden	99.5	99.0	232	322	
afschuimen	97.2	94.4	229	302	
afschuiven	96.7	98.5	290	282	
afschuren	97.8	96.2	239	306	
afschutting	77.8	75.1	38	38	
afschuw	97.9	100.0	256	284	
afschuwelijk	99.6	99.3	237	300	
afseinen	59.2	59.8	235	301	
afsjouwen	72.4	64.2	233	335	
afslaan	99.6	100.0	250	356	
afslachten	98.5	99.7	278	318	
afslachting	97.2	99.3	263	323	
afslag	99.6	99.3	236	311	
afslager	38.9	32.1	262	321	
afslanken	99.5	99.7	229	325	
afslepen	78.7	79.9	262	320	
afsleping	54.0	44.3	245	331	
afsleuren	72.5	58.2	214	317	
afslibben	66.2	58.3	224	303	
afslijpen	94.4	94.4	244	317	
afslijten	94.0	90.0	247	306	
afsloffen	53.3	54.8	221	296	
afslopen	56.6	47.8	240	266	
